module,type,name,res_id,src,value,comments
base,model,"ir.module.module,description",base.module_l10n_ma,"
This is the base module to manage the accounting chart for Maroc.
=================================================================

Ce Module charge le modèle du plan de comptes standard Marocain et permet de
générer les états comptables aux normes marocaines (Bilan, CPC (comptes de
produits et charges), balance générale à 6 colonnes, Grand livre cumulatif...).
L'intégration comptable a été validé avec l'aide du Cabinet d'expertise comptable
Seddik au cours du troisième trimestre 2010.","
Ce module de base permet de gérer le plan comptable pour le Maroc.
=================================================================

Ce Module charge le modèle du plan de comptes standard Marocain et permet de
générer les états comptables aux normes marocaines (Bilan, CPC (comptes de
produits et charges), balance générale à 6 colonnes, Grand livre cumulatif...).
L'intégration comptable a été validé avec l'aide du Cabinet d'expertise comptable
Seddik au cours du troisième trimestre 2010.",
base,model,"ir.module.module,description",base.module_l10n_generic_coa,"
This is the base module to manage the generic accounting chart in Odoo.
==============================================================================

Install some generic chart of accounts.
    ","
Module de base pour gérer le plan comptable générique Odoo.
================================================== ============================

Installer un plan comptable générique.",
base,model,"ir.module.module,description",base.module_l10n_id,"
This is the latest Indonesian Odoo localisation necessary to run Odoo accounting for SMEs with:
=================================================================================================
    - generic Indonesian chart of accounts
    - tax structure","
This is the latest Indonesian Odoo localisation necessary to run Odoo accounting for SMEs with:
=================================================================================================
    - generic Indonesian chart of accounts
    - tax structure",
base,model,"ir.module.module,description",base.module_l10n_uk,"
This is the latest UK Odoo localisation necessary to run Odoo accounting for UK SME's with:
=================================================================================================
    - a CT600-ready chart of accounts
    - VAT100-ready tax structure
    - InfoLogic UK counties listing
    - a few other adaptations","
Ceci est la dernière traduction Odoo nécessaire pour la comptabilité Odoo au sein des PME du Royaume-Uni avec :
================================================== ===============================================
- Un plan comptable compatible CT600
- Structure fiscale compatible VAT100
- Liste des comtés britaniques InfoLogic
- Quelques autres adaptations",
base,model,"ir.module.module,description",base.module_l10n_il,"
This is the latest basic Israelian localisation necessary to run Odoo in Israel:
================================================================================

This module consists:
 - Generic Israelian chart of accounts
 - Israelian taxes
 ","
This is the latest basic Israelian localisation necessary to run Odoo in Israel:
================================================================================

This module consists:
 - Generic Israelian chart of accounts
 - Israelian taxes
 ",
base,model,"ir.module.module,description",base.module_l10n_za,"
This is the latest basic South African localisation necessary to run Odoo in ZA:
================================================================================
    - a generic chart of accounts
    - SARS VAT Ready Structure","
This is the latest basic South African localisation necessary to run Odoo in ZA:
================================================================================
    - a generic chart of accounts
    - SARS VAT Ready Structure",
base,model,"ir.module.module,description",base.module_l10n_ro,"
This is the module to manage the Accounting Chart, VAT structure, Fiscal Position and Tax Mapping.
It also adds the Registration Number for Romania in Odoo.
================================================================================================================

Romanian accounting chart and localization.
    ","
Module Odoo de gestion du plan comptable, de la structure TVA, de la position fiscale et de la correspondance fiscale pour la Roumanie.
Il gère aussi le Numéro d'Immatriculation roumain.
==================================================================================================


Plan comptable roumain et traduction.
    ",
base,model,"ir.module.module,description",base.module_l10n_ca,"
This is the module to manage the Canadian accounting chart in Odoo.
===========================================================================================

Canadian accounting charts and localizations.

Fiscal positions
----------------

When considering taxes to be applied, it is the province where the delivery occurs that matters.
Therefore we decided to implement the most common case in the fiscal positions: delivery is the
responsibility of the vendor and done at the customer location.

Some examples:

1) You have a customer from another province and you deliver to his location.
On the customer, set the fiscal position to his province.

2) You have a customer from another province. However this customer comes to your location
with their truck to pick up products. On the customer, do not set any fiscal position.

3) An international vendor doesn't charge you any tax. Taxes are charged at customs
by the customs broker. On the vendor, set the fiscal position to International.

4) An international vendor charge you your provincial tax. They are registered with your
position.
    ","
Module de gestion du plan comptable Canadien dans Odoo.
================================================== =========================================

Plan comptable Canadien et localisations.

Les positions fiscales
----------------

Lors de l'examen des taxes à appliquer, c'est la province où la livraison est effectuée qui compte.
Par conséquent il a été décidé de mettre en œuvre le cas le plus fréquent dans les positions fiscales : la livraison est sous la responsabilité du vendeur et se fait aux conditions du domicile du client.

Quelques exemples:

1) Pour un client d'une autre province et une livraison à son domicile.
Définir la position  fiscale du client selon celle de sa province.

2) Pour un client d'une autre province. Lorsque celui-ci envoie un camion à votre domicile pour prendre ses produits. Ne pas utiliser la position fiscale du client.

3) Un fournisseur international ne facture pas les taxes. Les taxes sont facturés à la douane par le courtier en douane. Pour ce vendeur, définir la position budgétaire à 'International'.

4) Un vendeur international charge sa vente aux taxes de votre province. Ces taxes sont enregistrées avec votre position.",
base,model,"ir.module.module,description",base.module_l10n_pl,"
This is the module to manage the accounting chart and taxes for Poland in Odoo.
==================================================================================

To jest moduł do tworzenia wzorcowego planu kont, podatków, obszarów podatkowych i
rejestrów podatkowych. Moduł ustawia też konta do kupna i sprzedaży towarów
zakładając, że wszystkie towary są w obrocie hurtowym.

Niniejszy moduł jest przeznaczony dla odoo 8.0.
Wewnętrzny numer wersji OpenGLOBE 1.02
    ","
Module de gestion du Plan comptable et taxes pour la Pologne dans Odoo.
==================================================================================

To jest moduł do tworzenia wzorcowego planu kont, podatków, obszarów podatkowych i
rejestrów podatkowych. Moduł ustawia też konta do kupna i sprzedaży towarów
zakładając, że wszystkie towary są w obrocie hurtowym.

Niniejszy moduł jest przeznaczony dla odoo 8.0.
Wewnętrzny numer wersji OpenGLOBE 1.02",
base,model,"ir.module.module,description",base.module_l10n_fr,"
This is the module to manage the accounting chart for France in Odoo.
========================================================================

This module applies to companies based in France mainland. It doesn't apply to
companies based in the DOM-TOMs (Guadeloupe, Martinique, Guyane, Réunion, Mayotte).

This localisation module creates the VAT taxes of type 'tax included' for purchases
(it is notably required when you use the module 'hr_expense'). Beware that these
'tax included' VAT taxes are not managed by the fiscal positions provided by this
module (because it is complex to manage both 'tax excluded' and 'tax included'
scenarios in fiscal positions).

This localisation module doesn't properly handle the scenario when a France-mainland
company sells services to a company based in the DOMs. We could manage it in the
fiscal positions, but it would require to differentiate between 'product' VAT taxes
and 'service' VAT taxes. We consider that it is too 'heavy' to have this by default
in l10n_fr; companies that sell services to DOM-based companies should update the
configuration of their taxes and fiscal positions manually.

**Credits:** Sistheo, Zeekom, CrysaLEAD, Akretion and Camptocamp.
","
Module de gestion du Plan Comptable Français.
===================================

Ce module est applicable aux sociétés domiciliées en France métropolitaine. Elle ne concerne pas les sociétés domiciliées dans les DOM-TOM (Guadeloupe, Martinique, Guyane, Réunion, Mayotte).

Il gère la TVA de type TTC pour les achats (il est indispensable pour utiliser le module 'hr_expense'). Attention, ces TVA «TTC» ne sont pas gérés par les budgets prévus par ce module (car il est complexe de gérer à la fois les scénarios HT et TTC dans des budgets) .

Ce module de traduction ne gère pas correctement le scénario dans lequel un société métropolitaine vend des services à une société domiciliée dans les DOM. 
Nous pourrions gérer cela dans les budgets, mais il faudrait faire la différence entre la TVA sur les produits et la TVA sur les services. 
Nous considérons qu'il est trop «lourd» d'avoir ceci par défaut dans l10n_fr; les entreprises qui vendent des services à des entreprises domiciliées dans les DOM doivent mettre à jour manuellement la configuration de leurs taxes et positions fiscales.

** Crédits: ** Sistheo, Zeekom, CrysaLEAD, Akretion et Camptocamp.
",
base,model,"ir.module.module,description",base.module_l10n_mn,"
This is the module to manage the accounting chart for Mongolia.
===============================================================

    * the Mongolia Official Chart of Accounts,
    * the Tax Code Chart for Mongolia
    * the main taxes used in Mongolia

Financial requirement contributor: Baskhuu Lodoikhuu. BumanIT LLC
","
This is the module to manage the accounting chart for Mongolia.
===============================================================

    * the Mongolia Official Chart of Accounts,
    * the Tax Code Chart for Mongolia
    * the main taxes used in Mongolia

Financial requirement contributor: Baskhuu Lodoikhuu. BumanIT LLC
",
base,model,"ir.module.module,description",base.module_l10n_vn,"
This is the module to manage the accounting chart for Vietnam in Odoo.
=========================================================================

This module applies to companies based in Vietnamese Accounting Standard (VAS)
with Chart of account under Circular No. 200/2014/TT-BTC

**Credits:**
    - General Solutions.
    - Trobz
","
Module de gestion du plan comptable vietnamien dans Odoo.
=========================================================================

Ce module s'applique aux entreprises placées sous la norme comptable vietnamienne (VAS),
Circulaire nº 200/2014/TT-BTC

**Crédits :**
    – General Solutions.
    – Trobz
",
base,model,"ir.module.module,description",base.module_pad_project,"
This module adds a PAD in all project form views.
=================================================
    ","
Ce module ajoute un bloc notes dans toutes les vues formulaire de projet.
=====================================================",
base,model,"ir.module.module,description",base.module_website_twitter,"
This module adds a Twitter scroller building block to the website builder, so that you can display Twitter feeds on any page of your website.
    ","
This module adds a Twitter scroller building block to the website builder, so that you can display Twitter feeds on any page of your website.
    ",
base,model,"ir.module.module,description",base.module_website_sale_comparison,"
This module adds a comparison tool to your eCommerce shop, so that your shoppers can easily compare products based on their attributes. It will considerably accelerate their purchasing decision.

To configure product attributes, activate *Attributes & Variants* in the Website settings. This will add a dedicated section in the product form. In the configuration, this module adds a category field to product attributes in order to structure the shopper's comparison table.

Finally, the module comes with an option to display an attribute summary table in product web pages (available in Customize menu).
    ","
Ce module ajoute un outil de comparaison à votre boutique en ligne, afin que vos clients puissent facilement comparer des produits en fonction de leurs attributs. Cela accélérera considérablement leur décision d'achat.

Pour configurer les attributs du produit, activez * Attributs & Variantes * dans les paramètres du site Web. Cela ajoutera une section dédiée dans la fiche produit. Dans la configuration, ce module ajoute un champ de catégorie aux attributs du produit afin de structurer le tableau de comparaison de l'acheteur.

Enfin, le module est fourni avec une option permettant d'afficher un tableau de résumé des attributs dans les pages Web du produit (disponible dans le menu Personnaliser).    ",
base,model,"ir.module.module,description",base.module_sale_crm,"
This module adds a shortcut on one or several opportunity cases in the CRM.
===========================================================================

This shortcut allows you to generate a sales order based on the selected case.
If different cases are open (a list), it generates one sales order by case.
The case is then closed and linked to the generated sales order.

We suggest you to install this module, if you installed both the sale and the crm
modules.
    ","
Ce module ajoute un raccourci sur un ou plusieurs cas d'opportunités dans le système CRM.
===========================================================================

Ce raccourci vous permet de générer une commande client en fonction du cas sélectionné.
Si différents cas sont ouverts (une liste), il génère une commande client pour chaque cas.
Le cas est ensuite fermé et associé à la commande client générée.

Nous vous recommandons d'installer ce module si vous avez installé les modules Vente et
CRM.
    ",
base,model,"ir.module.module,description",base.module_portal,"
This module adds required base code for a fully integrated customer portal.
It contains the base controller class and base templates. Business addons
will add their specific templates and controllers to extend the customer
portal.

This module contains most code coming from odoo v10 website_portal. Purpose
of this module is to allow the display of a customer portal without having
a dependency towards website edition and customization capabilities.","
Ce module ajoute le code de base requis pour un portail client entièrement intégré.
Il contient la classe de contrôleur de base et des modèles de base. Les modules d'entreprise
ajoutent leurs modèles et contrôleurs pour développer le portail
client.

Ce module contient essentiellement du code provenant de website_portal version 10 d'Odoo. L'objectif
de ce module est d'autoriser l'affichage d'un portail client sans
dépendre de fonctionnalités d'édition et de personnalisation de sites Web.",
base,model,"ir.module.module,description",base.module_sale_margin,"
This module adds the 'Margin' on sales order.
=============================================

This gives the profitability by calculating the difference between the Unit
Price and Cost Price.
    ","
Ce module ajoute la ""Marge"" sur les bons de commandes.
=============================================

Il donne la profitabilité en calculant la différence du prix unitaire et du prix de revient.
    ",
base,model,"ir.module.module,description",base.module_stock_picking_batch,"
This module adds the batch transfer option in warehouse management
==================================================================
    ","
Ce module ajoute l'option de transfert par lot dans la gestion de l'entrepôt.
==================================================================
    ",
base,model,"ir.module.module,description",base.module_hr_attendance,"
This module aims to manage employee's attendances.
==================================================

Keeps account of the attendances of the employees on the basis of the
actions(Check in/Check out) performed by them.
       ","
Module de pointage des heures pour les employés.
================================================

Comptabilise les temps de présence des employés sur la base des
pointages (Entrée / Sorties) réalisés.
       ",
base,model,"ir.module.module,description",base.module_pos_hr,"
This module allows Employees (and not users) to log in to the Point of Sale application using a barcode, a PIN number or both.
The actual till still requires one user but an unlimited number of employees can log on to that till and process sales.
    ","
This module allows Employees (and not users) to log in to the Point of Sale application using a barcode, a PIN number or both.
The actual till still requires one user but an unlimited number of employees can log on to that till and process sales.
    ",
base,model,"ir.module.module,description",base.module_rating,"
This module allows a customer to give rating.
","
Ce module permet à un client de donner un avis.
",
base,model,"ir.module.module,description",base.module_base_automation,"
This module allows to implement action rules for any object.
============================================================

Use automated actions to automatically trigger actions for various screens.

**Example:** A lead created by a specific user may be automatically set to a specific
Sales Team, or an opportunity which still has status pending after 14 days might
trigger an automatic reminder email.
    ","
Module de mise en œuvre des règles d'action pour tout object.
================================================== ==========

Utiliser des actions automatisées pour déclencher automatiquement des actions pour divers écrans.

** Exemples : ** 
Une piste créée par un utilisateur particulier peut être automatiquement attribuée à une équipe de vente particulière. 
Une opportunité au statut 'en attente"" depuis 14 jours pourrait déclencher automatiquement un e-mail de rappel automatique.",
base,model,"ir.module.module,description",base.module_website_crm_partner_assign,"
This module allows to publish your resellers/partners on your website and to forward incoming leads/opportunities to them.


**Publish a partner**

To publish a partner, set a *Level* in their contact form (in the Partner Assignation section) and click the *Publish* button.

**Forward leads**

Forwarding leads can be done for one or several leads at a time. The action is available in the *Assigned Partner* section of the lead/opportunity form view and in the *Action* menu of the list view.

The automatic assignation is figured from the weight of partner levels and the geolocalization. Partners get leads that are located around them.

    ","
Ce module permet de publier vos revendeurs / partenaires sur votre site web et de leur transférer les pistes / opportunités entrants.


**Publier un partenaire**

Pour publier un partenaire, définissez un *Niveau* dans son formulaire de contact (dans la section Affectation de partenaire), puis cliquez sur le bouton *Publier*.

**Transférer des pistes**

La transmission de pistes peut être effectuée pour une ou plusieurs pistes à la fois. L'action peut être trouvée dans la section *Partenaire Assigné* de la piste / de l'opportunité et dans le menu *Action* de la vue liste.

L'affectation automatique est calculée à partir du poids des niveaux de partenaires et de la géolocalisation. Les partenaires reçoivent des pistes qui se trouvent autour d'eux.",
base,model,"ir.module.module,description",base.module_website_gengo,"
This module allows to send website content to Gengo translation service in a single click. Gengo then gives back the translated terms in the destination language.
    ","
Ce module permet d'envoyer le contenu du site vers le service de traduction Gengo en un seul click. Gengo vous renvoie ensuite les termes traduits dans le langage de destination.
    ",
base,model,"ir.module.module,description",base.module_membership,"
This module allows you to manage all operations for managing memberships.
=========================================================================

It supports different kind of members:
--------------------------------------
    * Free member
    * Associated member (e.g.: a group subscribes to a membership for all subsidiaries)
    * Paid members
    * Special member prices

It is integrated with sales and accounting to allow you to automatically
invoice and send propositions for membership renewal.
    ","
Module de gestion des adhérents.
================================================== =======================

Il prend en charge différents types de membres:
--------------------------------------
* Membre à titre gratuit
* Membre associé (exemple : un groupe prend un adhésion pour toutes les filiales (???))
* Membres payants
* Membres bénéficiant de prix spéciaux

Il est intégré avec les modules 'Ventes' et 'Comptabilité' pour facturer et envoyer des propositions de renouvellement d'adhésion automatiquement.",
base,model,"ir.module.module,description",base.module_purchase_requisition,"
This module allows you to manage your Purchase Agreements.
===========================================================

Manage calls for tenders and blanket orders. Calls for tenders are used to get
competing offers from different vendors and select the best ones. Blanket orders
are agreements you have with vendors to benefit from a predetermined pricing.
","
Ce module vous permet de gérer vos contrats d'achat.
===========================================================

Gérez les appels d'offres et les contrats-cadres. Les appels d'offres permettent d'
obtenir différentes offres soumises par différents fournisseurs et de sélectionner les meilleures. Les contrats-cadres
correspondent à des contrats que vous passez avec des fournisseurs pour bénéficier d'un tarif prédéterminé.
",
base,model,"ir.module.module,description",base.module_website_mass_mailing,"
This module brings a new building block with a mailing list widget to drop on any page of your website.
On a simple click, your visitors can subscribe to mailing lists managed in the Email Marketing app.
    ","
Ce module ajoute un nouveau bloc comprenant un widget de campagne email à appliquer sur n'importe quelle page de votre site.
En un clic, vos visiteurs peuvent s'inscrire à votre campagnes email gérée par l'application Email Marketing.
    ",
base,model,"ir.module.module,description",base.module_sale,"
This module contains all the common features of Sales Management and eCommerce.
    ","
Ce module contient toutes les fonctionnalités couramment utilisées pour la gestion des ventes et l'e-commerce.
    ",
base,model,"ir.module.module,description",base.module_sms,"
This module gives a framework for SMS text messaging
----------------------------------------------------

The service is provided by the In App Purchase Odoo platform.
","
Ce module définit un cadre pour les SMS
----------------------------------------------------

Le service est proposé par la plate-forme d'achats intégrés d'Odoo.
",
base,model,"ir.module.module,description",base.module_contacts,"
This module gives you a quick view of your contacts directory, accessible from your home page.
You can track your vendors, customers and other contacts.
","
Ce module vous donne un aperçu rapide de votre carnet d'adresses, accessible depuis la page d'accueil.
Vous pourrez ainsi suivre vos fournisseurs, clients et autres contacts.
",
base,model,"ir.module.module,description",base.module_base_setup,"
This module helps to configure the system at the installation of a new database.
================================================================================

Shows you a list of applications features to install from.

    ","
Ce module aide à configurer le système à l'installation d'une nouvelle base.
================================================== ==============================

Affiche la liste des fonctionnalités et applications à installer au démarrage.

    ",
base,model,"ir.module.module,description",base.module_payment_test,"
This module implements a simple test payment acquirer flow to allow
the testing of successful payments behaviors on e-commerce. It includes
a protection to avoid using it in production environment. However, do
not use it in production environment.
","
This module implements a simple test payment acquirer flow to allow
the testing of successful payments behaviors on e-commerce. It includes
a protection to avoid using it in production environment. However, do
not use it in production environment.
",
base,model,"ir.module.module,description",base.module_hr_timesheet,"
This module implements a timesheet system.
==========================================

Each employee can encode and track their time spent on the different projects.

Lots of reporting on time and employee tracking are provided.

It is completely integrated with the cost accounting module. It allows you to set
up a management by affair.
    ","
Ce module met en œuvre un système de feuilles de temps.
===============================================

Chaque employé peut saisir et suivre le temps qu'il passe sur les différents projets.

Différents rapports sur le temps et le suivi des employés sont fournis.

Il est complètement intégré au module gestion des coûts (cost_accounting). Il vous
permet de mettre en place une gestion par affaire.
    ",
base,model,"ir.module.module,description",base.module_l10n_syscohada,"
This module implements the accounting chart for OHADA area.
===========================================================
    
It allows any company or association to manage its financial accounting.

Countries that use OHADA are the following:
-------------------------------------------
    Benin, Burkina Faso, Cameroon, Central African Republic, Comoros, Congo,
    
    Ivory Coast, Gabon, Guinea, Guinea Bissau, Equatorial Guinea, Mali, Niger,
    
    Replica of Democratic Congo, Senegal, Chad, Togo.
    ","
Ce module implémente la charte de compte pour les pays de l'HOADA.
=======================================================

Il permet à toute compagnie ou association de gérer sa comptabilité financière.

Les pays qui utilisent OHADA sont les suivants :
----------------------------------------------------------------
    Benin, Burkina Faso, Cameroun, Centrafrique, Comores, Congo,
    Côte d'Ivoire, Gabon, Guinée, Guinée-Bissau, Guinée Équatoriale, Mali, Niger,
    République Démocratique du Congo, Sénégal, Tchad et Togo.
    ",
base,model,"ir.module.module,description",base.module_base_iban,"
This module installs the base for IBAN (International Bank Account Number) bank accounts and checks for it's validity.
======================================================================================================================

The ability to extract the correctly represented local accounts from IBAN accounts
with a single statement.
    ","
Ce module installe la base pour les IBAN (International Bank Account Number) des comptes bancaires et vérifie leur validité.
========================================================================

La possibilité d'extraire les comptes locaux correctement représentés à partir des comptes IBAN avec un seul relevé.
    ",
base,model,"ir.module.module,description",base.module_association,"
This module is to configure modules related to an association.
==============================================================

It installs the profile for associations to manage events, registrations, memberships, 
membership products (schemes).
    ","
Ce module configure les modules nécessaires aux associations.
=================================================

Il installe le profil pour les associations leur permettant de gérer les événements, enregistrements, 
adhésions, produits d'adhésion (programmes).
    ",
base,model,"ir.module.module,description",base.module_account_check_printing,"
This module offers the basic functionalities to make payments by printing checks.
It must be used as a dependency for modules that provide country-specific check templates.
The check settings are located in the accounting journals configuration page.
    ","
Module contenant les fonctionnalités de base pour effectuer des paiements par impression de chèques.
Il doit être utilisé en liaison avec modules qui fournissent les modèles de chèques spécifiques à chaque pays.
Les paramètres de contrôle sont situés dans la page de configuration des journaux comptables.",
base,model,"ir.module.module,description",base.module_purchase_mrp,"
This module provides facility to the user to install mrp and purchase modules at a time.
========================================================================================

It is basically used when we want to keep track of production orders generated
from purchase order.
    ","
Ce module permet à l'utilisateur d'installer les modules MRP et Achat.
========================================================================================

Nous l'utilisons surtout lorsque nous voulons suivre les commandes de production générées
à partir d'une commande fournisseur.
    ",
base,model,"ir.module.module,description",base.module_sale_mrp,"
This module provides facility to the user to install mrp and sales modulesat a time.
====================================================================================

It is basically used when we want to keep track of production orders generated
from sales order. It adds sales name and sales Reference on production order.
    ","
Module d'installation des modules 'MRP' et 'Ventes' en même temps.
( libellé anglais non explicite, à revoir !)
================================================== ==================================

Il est essentiellement utilisé lorsque l'on veut garder la trace des ordres de production générés par des ordre de vente. 
Il ajoute le nom et la référence des ventes sur l'ordre de fabrication.",
base,model,"ir.module.module,description",base.module_iap,"
This module provides standard tools (account model, context manager and helpers) to support In-App purchases inside Odoo.
","
Ce module propose des outils standard (modèle de compte, gestionnaire de contexte et outils d'assistance) pour faciliter les achats intégrés au sein d'Odoo.
",
base,model,"ir.module.module,description",base.module_note_pad,"
This module update memos inside Odoo for using an external pad
=================================================================

Use for update your text memo in real time with the following user that you invite.

","
Ce module met à jour les notes  dans Odoo en utilisant un éditeur externe
===============================================================

Utilisez-le pour mettre à jour vos notes en temps réel, avec les utilisateurs invités.

",
base,model,"ir.module.module,description",base.module_procurement_jit,"
This module will automatically reserve the picking from stock when a sales order is confirmed
=============================================================================================
Upon confirmation of a sales order or when quantities are added,
the picking that reserves from stock will be reserved if the
necessary quantities are available.

In the simplest configurations, this is an easy way of working:
first come, first served.  However, when not installed, you can
use manual reservation or run the schedulers where the system
will take into account the expected date and the priority.

If this automatic reservation would reserve too much, you can
still unreserve a picking.
    ","
Ce module réserve automatiquement le stock en vue de la préparation lorsqu'une commande client est confirmée
=============================================================================================
Lorsqu'une commande client est confirmée ou lorsque des quantités sont ajoutées,
une réservation est faite en vue de la préparation si les
quantités nécessaires sont disponibles.

Dans les cas simples, cela facilite le travail :
premier arrivé, premier servi. Cependant, lorsque ce module n'est pas installé, vous pouvez
faire la réservation manuellement ou exécuter les planificateurs pour que le système
prenne en compte la date prévue et la priorité.

Si la réservation automatique est excessive, vous pouvez toujours annuler la réservation pour la préparation.
    ",
base,model,"ir.module.module,description",base.module_test_website_slides_full,"
This module will test the main certification flow of Odoo.
It will install the e-learning, survey and e-commerce apps and make a complete
certification flow including purchase, certification, failure and success.
","
This module will test the main certification flow of Odoo.
It will install the e-learning, survey and e-commerce apps and make a complete
certification flow including purchase, certification, failure and success.
",
base,model,"ir.module.module,description",base.module_test_main_flows,"
This module will test the main workflow of Odoo.
It will install some main apps and will try to execute the most important actions.
","
Ce module teste le flux de travail principal d'Odoo.
Il installe certaines applications de base et essaie d'exécuter les actions les plus importantes.
",
base,model,"ir.module.module,description",base.module_web_kanban_gauge,"
This widget allows to display gauges using d3 library.
","
Ce widget permet d'afficher les jauges en utilisant la bibliothèque 'd3'.
",
base,model,"ir.module.module,description",base.module_product_expiry,"
Track different dates on products and production lots.
======================================================

Following dates can be tracked:
-------------------------------
    - end of life
    - best before date
    - removal date
    - alert date

Also implements the removal strategy First Expiry First Out (FEFO) widely used, for example, in food industries.
","
Suivre des différentes dates sur les produits et les lots de production.
================================================== ====

Les dates suivantes peuvent être suivies:
-------------------------------
- fin de vie
- à consommer de préférence avant le
- date d'enlèvement
- date d'alerte

Met également en œuvre la stratégie de retrait largement utilisée dans les industries alimentaires : First Expiry First Out (FEFO), Premier Périmé Premier Sorti (PPPS).
",
base,model,"ir.module.module,description",base.module_transifex,"
Transifex integration
=====================
This module will add a link to the Transifex project in the translation view.
The purpose of this module is to speed up translations of the main modules.

To work, Odoo uses Transifex configuration files `.tx/config` to detec the
project source. Custom modules will not be translated (as not published on
the main Transifex project).

The language the user tries to translate must be activated on the Transifex
project.
        ","
Intégration de Transifex
=====================
Ce module ajoute un lien vers le projet Transifex dans la vue Traduction.
Ce module est conçu pour accélérer les traductions des modules principaux.

Odoo utilise les fichiers de configuration `.tx/config` de transifex pour détecter la
source du projet. Les modules personnalisés ne sont pas traduits (car ils ne sont pas publiés
dans le projet Transifex principal).

La langue que l'utilisateur essaie de traduire doit être activée sur le projet
Transifex.
        ",
base,model,"ir.module.module,description",base.module_l10n_tr,"
Türkiye için Tek düzen hesap planı şablonu Odoo Modülü.
==========================================================

Bu modül kurulduktan sonra, Muhasebe yapılandırma sihirbazı çalışır
    * Sihirbaz sizden hesap planı şablonu, planın kurulacağı şirket, banka hesap
      bilgileriniz, ilgili para birimi gibi bilgiler isteyecek.
    ","
Module du Plan comptable d'Odoo pour la Turquie.
==========================================================

Bu modül kurulduktan sonra, Muhasebe yapılandırma sihirbazı çalışır
* Sihirbaz sizden hesap planı şablonu, planın kurulacağı şirket, banka hesap
bilgileriniz, ilgili para birimi gibi bilgiler isteyecek.",
base,model,"ir.module.module,description",base.module_l10n_ua,"
Ukraine - Chart of accounts.
============================
    ","
Ukraine - Plan comptable.
============================",
base,model,"ir.module.module,description",base.module_l10n_ae,"
United Arab Emirates accounting chart and localization.
=======================================================

    ","
Plan comptable et localisation pour les Émirats Arabes Unis.
=======================================================

    ",
base,model,"ir.module.module,description",base.module_l10n_us,"
United States - Chart of accounts.
==================================
    ","
 Plan comptable - États-Unis d'Amérique
=======================================
    ",
base,model,"ir.module.module,description",base.module_l10n_be_edi,"
Universal Business Language (UBL <http://ubl.xml.org/>`_) is a library of standard electronic XML business documents such as
invoices. The UBL standard became the `ISO/IEC 19845
<http://www.iso.org/iso/catalogue_detail.htm?csnumber=66370>`_ standard in January 2016
(cf the `official announce <http://www.prweb.com/releases/2016/01/prweb13186919.htm>`_).
Belgian e-invoicing uses the UBL 2.0 using the e-fff protocol.
    ","
Universal Business Language (UBL <http://ubl.xml.org/>`_) is a library of standard electronic XML business documents such as
invoices. The UBL standard became the `ISO/IEC 19845
<http://www.iso.org/iso/catalogue_detail.htm?csnumber=66370>`_ standard in January 2016
(cf the `official announce <http://www.prweb.com/releases/2016/01/prweb13186919.htm>`_).
Belgian e-invoicing uses the UBL 2.0 using the e-fff protocol.
    ",
base,model,"ir.module.module,description",base.module_sales_team,"
Using this application you can manage Sales Teams  with CRM and/or Sales
===========================================================================
 ","
En utilisant cette application, vous pouvez gérer des équipes de vente avec CRM et / ou Sales
===========================================================================",
